OG0001871	macromolecule glycosylation
OG0005596	Ubiquitin carrier protein. Source PGD
OG0002485	Belongs to the type-B carboxylesterase lipase family
OG0000177	Ribonucleotide reductase, small chain
OG0001805	Dpy-30 motif
OG0007181	secondary active sulfate transmembrane transporter activity
OG0002837	oxidative phosphorylation uncoupler activity
OG0006401	HEAT-like repeat
OG0003791	Isochorismatase family
OG0003974	protein polyglycylation
OG0004765	alpha-galactosidase
OG0007480	nucleosomal DNA binding
OG0000549	Belongs to the PEP-utilizing enzyme family
OG0000603	Belongs to the peptidase A1 family
OG0007654	vesicle-mediated transport
OG0005492	COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases
OG0005817	DUF1771
OG0000944	Diacylglycerol kinase iota
OG0003963	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0003476	oxidation-reduction process
OG0001721	xaa-Pro dipeptidase
OG0000336	SNF2 Helicase protein
OG0002322	kh domain-containing protein
OG0001685	C2 domain
OG0003050	protein kinase regulator activity
OG0005233	regulation of angiotensin-activated signaling pathway
OG0002905	RF-1 domain
OG0000838	KR domain
OG0004877	Band 7 family protein
OG0002188	Metallo-beta-lactamase superfamily
OG0003847	ATP-binding cassette, sub-family C (CFTR MRP), member 5
OG0002697	Serine threonine-protein kinase-like protein
OG0004273	Encoded by
OG0002574	BT1 family
OG0002074	Rieske-like [2Fe-2S] domain
OG0007056	protein disulfide oxidoreductase activity
OG0006684	glutamine synthetase
OG0005110	prostaglandin-F synthase activity
OG0002681	oxidoreductase activity
OG0003192	Belongs to the purine pyrimidine phosphoribosyltransferase family
OG0001486	cysteine desulfurase activity
OG0000686	Protein transport protein SEC61
OG0004544	Ribosome biogenesis protein Kri1
OG0006609	Permease family
OG0007385	sulfite oxidase
OG0006149	Cyclin
OG0000467	Belongs to the peptidase S8 family
OG0002350	Ubiquitin carboxyl-terminal hydrolase
OG0000497	Malic enzyme, NAD binding domain
OG0004718	Transport protein particle component, Bet3 domain-containing protein
OG0006379	succinate transmembrane transporter activity
OG0000751	histone serine kinase activity
OG0006665	helicase activity
OG0005954	Biotin and Thiamin Synthesis associated domain
OG0002656	5-formyltetrahydrofolate cyclo-ligase family
OG0000701	oxidoreductase activity
OG0004108	CoA-binding
OG0004979	Janus/Ocnus family (Ocnus)
OG0003764	tyrosyl-DNA phosphodiesterase 2
OG0000342	DnaJ C terminal domain
OG0007303	Belongs to the AAA ATPase family
OG0001881	Leucine carboxyl methyltransferase
OG0003009	S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
OG0005387	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
OG0005950	Zinc-binding domain, present in Dystrophin, CREB-binding protein.
OG0005017	Amino Acid-Polyamine-Organocation (APC) Family. Source PGD
OG0007517	L-galactono-1,4-lactone dehydrogenase
OG0003252	tetratricopeptide repeat
OG0007623	RER1 protein
OG0007257	Peptidase S24-like
OG0001658	stress-induced mitochondrial fusion
OG0003277	allele of
OG0000758	PPPDE putative peptidase domain
OG0006259	cellular oxidant detoxification
OG0000966	DNA-3'-diphospho-5'-guanosine diphosphatase
OG0002103	LSM domain
OG0000274	Chloride transporter ClC family
OG0005812	Belongs to the UDP-glucose GDP-mannose dehydrogenase family
OG0000052	cAMP-dependent protein kinase regulatory subunit
OG0000124	metalloendopeptidase activity
OG0000031	Responsible for synthesis of pseudouridine from uracil
OG0000089	Filamin-type immunoglobulin domains
OG0000057	Protein kinase, putative
OG0000932	sulfuric ester hydrolase activity
OG0005148	Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate
OG0001451	Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins
OG0006757	oxidoreductase activity
OG0007077	Phosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP to their respective diphosphate derivatives. Probably excludes non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions
OG0000539	Belongs to the eukaryotic ribosomal protein eS4 family
OG0003927	SNF2 family N-terminal domain-containing protein
OG0001123	OTU domain-containing protein At3g57810-like
OG0003272	L-ascorbic acid binding
OG0002118	Belongs to the cytochrome b5 family
OG0007014	Agc yank protein kinase
OG0001119	Interferon-inducible GTPase
OG0000049	DnaJ molecular chaperone homology domain
OG0002394	regulation of chaperone-mediated protein complex assembly
OG0003880	beta-galactosidase
OG0000802	Glycosyl transferase family 2
OG0002210	pre-mRNA splicing factor component
OG0007149	ATP-dependent RNA helicase HAS1
OG0001318	CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons
OG0006017	Peroxisomal biogenesis factor 7
OG0000496	disulfide-isomerase
OG0007084	Leucine carboxyl methyltransferase
OG0000315	electron transport coupled proton transport
OG0002068	Glutaredoxin 2, C terminal domain
OG0002407	Regulator of chromosome condensation (RCC1) repeat
OG0004643	Belongs to the protein kinase superfamily
OG0003223	Peptidyl-tRNA hydrolase PTH2
OG0001540	-
OG0006145	acetyltransferase
OG0004973	pyruvate dehydrogenase kinase
OG0003964	Belongs to the cytochrome b5 family
OG0000513	Cytochrome C oxidase, cbb3-type, subunit III
OG0001591	cryptochrome
OG0006892	ATP-dependent RNA helicase activity
OG0004564	Ankyrin repeat
OG0000761	reductase
OG0000089	nitrile biosynthetic process
OG0000530	nicotinamide phosphoribosyltransferase activity
OG0005360	Domain in the RNA-binding Lupus La protein; unknown function
OG0005885	prefoldin subunit 5
OG0001122	prohibitin homologues
OG0007116	Random slug protein 5-like
OG0002999	haloacid dehalogenase-like hydrolase
OG0001834	ZIP family transporter
OG0007165	ion transmembrane transporter activity
OG0001734	Psort location Cytoplasmic, score 9.97
OG0002191	protein transport
OG0000328	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
OG0000310	ribosomal protein
OG0004155	membrane protein-putative a permease
OG0001330	Competence protein ComE
OG0007536	phosphodiesterase 9A
OG0002752	U1 small nuclear ribonucleoprotein
OG0002939	DEAD DEAH box helicase
OG0003018	PFAM Rh family protein ammonium transporter
OG0003757	glycerophosphoryl diester phosphodiesterase
OG0003190	Syntaxin 6, N-terminal
OG0002173	oxidoreductase activity, acting on the CH-CH group of donors
OG0002550	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0003171	Choline/ethanolamine kinase
OG0001517	Polysaccharide deacetylase
OG0003632	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0005104	COG1680 Beta-lactamase class C and other penicillin binding proteins
OG0003922	coproporphyrinogen oxidase activity
OG0005475	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits
OG0005274	CDP-alcohol phosphatidyltransferase
OG0002603	Splicing factor 3B subunit 3-like
OG0005552	Spermine/spermidine synthase domain
OG0002531	Glutathione S-transferase, C-terminal domain
OG0000792	pseudouridine synthase activity
OG0000060	ubiquitin-protein transferase activity
OG0007237	pyrimidine nucleotide-sugar transmembrane transporter activity
OG0000368	Protein MEI2-like 4 isoform X1
OG0002711	Peptidyl-prolyl cis-trans isomerase
OG0001860	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)
OG0002818	Catalytic subunit of a heterodimeric structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA
OG0006751	dolichyl-phosphate beta-D-mannosyltransferase activity
OG0001001	RNA-3'-phosphate cyclase activity
OG0001126	hydroxymethylglutaryl-CoA synthase activity
OG0000497	malic enzyme
OG0004127	emp24/gp25L/p24 family/GOLD
OG0007217	telomeric repeat-containing RNA binding
OG0005283	Belongs to the aldehyde dehydrogenase family
OG0005712	regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation
OG0002956	2OG-Fe(II) oxygenase
OG0002347	ADP-ribosylation factor GTPase-activating protein
OG0000274	voltage-gated chloride channel activity
OG0007675	Rab subfamily of small GTPases
OG0004199	Belongs to the actin family
OG0007582	Belongs to the actin family
OG0002719	Bardet-Biedl syndrome 5 protein. Source PGD
OG0000885	polyuridylation-dependent mRNA catabolic process
OG0000965	Belongs to the 5'-nucleotidase family
OG0004714	zinc finger
OG0001623	glutathione transferase activity
OG0006639	sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
OG0000045	cog cog1020
OG0006075	Belongs to the protein kinase superfamily
OG0007664	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0005258	Charged multivesicular body protein
OG0005790	carboxylic ester hydrolase activity
OG0003509	helicase activity
OG0005450	Mannose-6-phosphate isomerase
OG0002430	Cytidylyltransferase-like
OG0004985	Sigma factor PP2C-like phosphatases
OG0000718	antigen processing and presentation of exogenous peptide antigen via MHC class II
OG0004254	Belongs to the universal ribosomal protein uL24 family
OG0001584	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
OG0006739	phospholipase D
OG0000190	Dual specificity phosphatase, catalytic domain
OG0004774	GUN4-like
OG0002628	Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits
OG0002589	E3 ubiquitin-protein ligase
OG0001474	Mak16 protein C-terminal region
OG0003456	Lipopolysaccharide kinase (Kdo/WaaP) family
OG0000031	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A
OG0000520	Purple acid phosphatase
OG0002158	Cupin superfamily protein
OG0002705	SGS domain
OG0001965	protein modification by small protein conjugation
OG0000321	RabGAP TBC
OG0005412	oxidation-reduction process
OG0000083	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway
OG0000067	cysteine-type peptidase activity
OG0002536	spectrin binding
OG0006825	Protein GDAP2 homolog
OG0006601	acylphosphatase activity
OG0000641	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0003721	heat shock protein binding
OG0005311	Zn-dependent hydrolases of the beta-lactamase fold
OG0004321	Belongs to the ubiquitin-conjugating enzyme family
OG0000856	Serine threonine protein kinase
OG0000893	phosphatidylinositol dephosphorylation
OG0002453	ADP-ribosylation factor family
OG0000283	branching enzyme
OG0000040	Metal dependent phosphohydrolases with conserved 'HD' motif.
OG0000568	6-phosphofructokinase activity
OG0000810	Formate/nitrite transporter
OG0001557	acyltransferase
OG0005656	Macrocin-O-methyltransferase (TylF)
OG0000239	spectrin binding
OG0003732	Mitochondrial substrate carrier family protein
OG0007565	thiosulfate transmembrane transporter activity
OG0002726	1,4-alpha-D-glucan glucohydrolase
OG0005269	UDP-N-acetylglucosamine transporter
OG0002946	FMN-dependent dehydrogenase
OG0002890	fatty-acyl-CoA binding
OG0005623	PBP superfamily domain
OG0004096	Testis expressed 9
OG0000378	PFAM Aminotransferase class I and II
OG0000561	ribosomal protein
OG0002920	alpha-ketoglutarate transmembrane transporter activity
OG0005932	Calcium-dependent protein kinase
OG0006729	Nuclear cap-binding protein subunit 3
OG0003039	acetyl-CoA carboxylase
OG0002746	protein serine/threonine kinase activity
OG0000088	Extension to Ser/Thr-type protein kinases
OG0000011	Serine threonine-protein kinase Nek5
OG0001025	guanylate cyclase activity
OG0005672	TPM domain
OG0001492	palmitoyl-(protein) hydrolase activity
OG0002967	-
OG0004556	2Fe-2S iron-sulfur cluster binding domain
OG0002119	signal peptide peptidase-like 3
OG0005485	Allomyces macrogynus ATCC 38327
OG0005737	Multidrug ABC transporter ATPase
OG0003649	2OG-Fe(II) oxygenase superfamily
OG0002666	Glutathione S-transferase, N-terminal domain
OG0004944	reductase
OG0003480	tRNA dihydrouridine synthase activity
OG0004039	serine threonine-protein kinase
OG0006361	serine threonine protein kinase
OG0001238	PolyA polymerase
OG0000370	GTP binding
OG0005942	Formin Homology 2 Domain
OG0006338	dCMP deaminase activity
OG0003255	Chlorophyll synthase
OG0005901	phosphate ion transport
OG0003770	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)
OG0001092	belongs to the protein kinase superfamily
OG0001145	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
OG0006441	vesicle-mediated transport
OG0000586	GTP-binding protein
OG0000253	Zinc finger, CCCH type
OG0000502	ATPase, AAA family
OG0003713	Thiol methyltransferase
OG0003774	Acetyltransferase (GNAT) domain
OG0000667	glutamine synthetase
OG0002833	protein polyglycylation
OG0004202	aspartic-type endopeptidase activity
OG0000833	Belongs to the peptidase C1 family
OG0006020	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate
OG0001915	Mediates cleavage of dimethlysulfonioproprionate (DMSP) into dimethyl sulfide (DMS) and acrylate. DMS is the principal form by which sulfur is transported from oceans to the atmosphere and is a key component of the ocean sulfur cycle
