OG0000847	PFAM short chain dehydrogenase
OG0002863	UAA transporter family
OG0002465	Cold shock protein domain
OG0003972	E3 ubiquitin-protein ligase RNF115-like
OG0003488	Small nuclear ribonucleoprotein
OG0007639	Domain of unknown function (DUF1989)
OG0001154	ubiquitin protein ligase binding
OG0006846	Leucine rich repeat
OG0007981	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family
OG0001841	fatty acid beta-oxidation using acyl-CoA dehydrogenase
OG0006815	2OG-Fe(II) oxygenase superfamily
OG0008029	Ubiquitin-fold modifier 1
OG0010056	translation elongation factor activity
OG0000382	heme binding. It is involved in the biological process described with oxidation-reduction process
OG0007951	NUDIX domain
OG0001513	C-4 methylsterol oxidase activity
OG0003893	UMP salvage
OG0009762	Redoxin
OG0005425	Papain family cysteine protease
OG0007616	2OG-Fe(II) oxygenase superfamily
OG0005187	Deoxyhypusine synthase
OG0001148	Sulfate permease family
OG0000908	transferase activity, transferring nitrogenous groups
OG0002986	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0009975	Trichohyalin-plectin-homology domain
OG0006255	Pex2 / Pex12 amino terminal region
OG0000566	DEAD DEAH box helicase
OG0008441	Sugar (and other) transporter
OG0008491	DEAD-box ATP-dependent RNA helicase
OG0007519	IQ motif containing with AAA domain 1
OG0006442	Probable RNA and SrmB- binding site of polymerase A
OG0002409	collagen-activated tyrosine kinase receptor signaling pathway
OG0003115	ubiquitin-protein transferase activity
OG0007848	NAD-dependent histone deacetylase activity (H3-K18 specific)
OG0000518	ATP-dependent RNA helicase
OG0000743	ERI1 exoribonuclease family member 3
OG0001135	guanine deglycation, methylglyoxal removal
OG0008271	hydrolases or acyltransferases (alpha beta hydrolase superfamily)
OG0008584	TBC1 domain family member
OG0000945	xanthine dehydrogenase
OG0008174	inorganic phosphate transmembrane transporter activity
OG0008593	DnaJ central domain
OG0007517	tRNA dihydrouridine synthase activity
OG0001695	tRNA-dihydrouridine17 synthase activity
OG0001175	Calcium-dependent protein kinase
OG0009382	intracellular protein transport
OG0000801	protein disulfide oxidoreductase activity
OG0001985	Domain in Deltex and TRIP12 homologues. Possibly involved in regulation of ubiquitin-mediated proteolysis.
OG0003657	Importin-beta N-terminal domain-containing protein
OG0008249	Cilia and flagella associated protein 221
OG0004124	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0001442	Small nuclear ribonucleoprotein
OG0003214	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0008149	Pleckstrin homology domain containing, family F (with FYVE domain) member 1
OG0007607	Lipase (class 3)
OG0001049	Belongs to the CRISP family
OG0000007	phosphopantetheine binding
OG0009241	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
OG0004012	cellular response to DNA damage stimulus
OG0003301	nucleic acid binding
OG0000766	Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP
OG0008764	metallopeptidase activity
OG0003404	PFAM Integral membrane protein TerC
OG0002906	Mitochondrial glycoprotein
OG0000508	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
OG0008466	cAMP-dependent protein kinase regulatory subunit
OG0006060	Belongs to the enoyl-CoA hydratase isomerase family
OG0000197	Transketolase
OG0001167	Cytochrome c1
OG0009394	protein-cysteine S-palmitoyltransferase activity
OG0000417	mitogen-activated protein kinase
OG0009800	methyltransferase
OG0001223	Belongs to the glycosyl hydrolase family 6
OG0000332	microtubule motor activity
OG0000946	EB1-like C-terminal motif
OG0000759	guanyl-nucleotide exchange factor activity
OG0000309	phosphate ion transport
OG0006610	antiporter activity
OG0005563	Triose-phosphate isomerase
OG0002161	Bestrophin, RFP-TM, chloride channel
OG0002908	3-isopropylmalate dehydrogenase. Source PGD
OG0005914	Protein kinase domain
OG0007454	cell redox homeostasis
OG0003516	Leukemia NUP98 fusion partner
OG0004761	helicase activity
OG0008472	transcription factor binding
OG0003897	SOUL heme-binding protein
OG0001217	RIO1 family
OG0003331	endocytosis
OG0007756	Isochorismatase family
OG0007077	RNA polymerase III RPC4
OG0002482	Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione
OG0009018	Mpv17 / PMP22 family
OG0002366	isocitrate lyase activity
OG0008427	peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
OG0001644	protein transport
OG0000862	Plug domain of Sec61p
OG0006435	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in mitochondrial tRNAs that read codons beginning with adenine. Probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. Involved in mitochondrial genome maintenance
OG0000187	mago nashi
OG0001079	Belongs to the eukaryotic-type primase small subunit family
OG0006893	receptor localization to non-motile cilium
OG0000314	Anaphase-promoting complex subunit 11 RING-H2 finger
OG0000566	DEAD-box ATP-dependent RNA helicase
OG0009575	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0003049	RNA pseudouridylate synthase
OG0000772	Source PGD
OG0000563	ligase activity
OG0001886	UBX domain-containing protein 11
OG0005360	Nuclear movement
OG0009624	aspartic-type endopeptidase activity
OG0000169	Glutamate-cysteine ligase, catalytic subunit
OG0009476	Peptidyl-prolyl isomerase
OG0009035	serine threonine protein kinase
OG0002079	Belongs to the ubiquitin-conjugating enzyme family
OG0001509	2OG-Fe(II) oxygenase superfamily
OG0002622	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.
OG0000756	Belongs to the small GTPase superfamily. Arf family
OG0001246	Signal recognition particle receptor beta subunit
OG0004251	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA
OG0002533	Calcium-binding protein
OG0003800	RNA binding
OG0000293	Superkiller viralicidic activity 2-like
OG0007476	Ferredoxin-dependent bilin reductase
OG0008066	Helicase associated domain (HA2)  Add an annotation
OG0000713	Domains in hypothetical proteins in Drosophila, C. elegans and mammals. Occurs singly in some nucleoside diphosphate kinases.
OG0007772	replication factor c
OG0006580	axoneme assembly
OG0006318	Exosome complex exonuclease RRP4 N-terminal region
OG0000546	kinase-like protein
OG0007487	Radical SAM superfamily
OG0007539	sphinganine-1-phosphate aldolase activity
OG0000403	P450 NADPH--P450 reductase
OG0009780	Protein of unknown function (DUF778)
OG0003071	CS domain
OG0008342	carbohydrate transmembrane transporter activity
OG0000789	eukaryotic translation initiation factor
OG0000392	ubiquitin-protein ligase E3
OG0008511	Cleft lip and palate transmembrane protein 1 (CLPTM1)
OG0010028	regulation of cobalamin metabolic process
OG0010078	Protein kinase domain
OG0003245	synthetase
OG0003582	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
OG0008526	to Saccharomyces cerevisiae YPC1 (YBR183W) and YDC1 (YPL087W)
OG0000141	ATPase activity, coupled to transmembrane movement of substances
OG0003771	oxidoreductase activity, acting on the CH-CH group of donors
OG0008300	E3 ubiquitin-protein ligase
OG0009237	ubiquitin protein ligase binding
OG0005458	nucleotidase activity
OG0002051	RNA recognition motif 2
OG0001033	DNA repair protein (RadR)
OG0000145	Polyadenylate-binding protein 1-like
OG0006265	Haemolysin-III related
OG0004674	3-dehydroquinate synthase (EC 4.6.1.3)
OG0009744	Cytochrome p450
OG0002466	translation initiation factor activity
OG0007933	Sybindin-like family domain-containing protein
OG0001006	Vacuolar ATP synthase subunit h
OG0000285	AFG1-like ATPase
OG0003575	peptide-methionine (R)-S-oxide reductase activity
OG0001134	intraciliary transport
OG0000121	Belongs to the peptidase S1 family
OG0002339	positive regulation of ATP-dependent microtubule motor activity, plus-end-directed
OG0002220	Proliferation-associated protein 2G4
OG0000016	Heat shock protein DnaJ domain protein
OG0001328	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
OG0002666	K homology RNA-binding domain
OG0001182	calmodulin-dependent protein kinase activity
OG0000614	FK506 binding
OG0007491	ATP-dependent DEAD H RNA helicase
OG0008157	Belongs to the BolA IbaG family
OG0003486	dual specificity protein phosphatase
OG0000806	dehydrogenase kinase
OG0007134	Poly A polymerase regulatory subunit
OG0002462	diaminopimelate decarboxylase
OG0010149	cysteine-type peptidase activity
OG0005408	DNA ligase
OG0000494	ATP-binding cassette sub-family F member
OG0006855	Domain of unknown function (DUF5127)
OG0002352	Allomyces macrogynus ATCC 38327
OG0007730	Egl nine homolog 3
OG0000096	Calcium calmodulin-dependent protein kinase
OG0001476	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine
OG0000033	Potassium voltage-gated channel, shaker-related subfamily, member 3
OG0000438	O-methyltransferase
OG0004215	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0006950	Not1 N-terminal domain, CCR4-Not complex component
OG0009679	Phosphorylase superfamily
OG0002241	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA
OG0004453	snoRNA binding
OG0000092	EF-hand domain
OG0003074	DnaJ central domain
OG0005663	Glycosyltransferase family 10 (fucosyltransferase) C-term
OG0004061	oxidation-reduction process
OG0001694	cysteine desulfurase activity
OG0004225	transport protein particle component Bet3
OG0001038	alpha-galactosidase
OG0005112	Radical SAM superfamily
OG0006129	Rhodanase C-terminal
OG0009442	Phosphoinositide 3-kinase regulatory subunit
OG0001154	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
OG0000951	ATP-dependent RNA helicase involved nonsense-mediated mRNA decay and ribosome biogenesis through rRNA processing
OG0008954	Protein tyrosine kinase
OG0002765	protein tyrosine phosphatase activity
OG0000274	Belongs to the actin family
OG0007966	short chain dehydrogenase
OG0007215	Acyl-CoA dehydrogenase, N-terminal domain
OG0000159	Specifically methylates the cytosine at position 1407 (m5C1407) of 16S rRNA
OG0004967	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0006467	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
OG0002684	nicotinate-nucleotide adenylyltransferase activity
OG0002521	dynein intermediate chain
OG0007515	Belongs to the UPF0246 family
OG0001618	coproporphyrinogen oxidase activity
OG0002025	cytochrome P450
OG0008551	Sodium/calcium exchanger protein
OG0000194	carboxylic ester hydrolase activity
OG0000300	It is involved in the biological process described with cell redox homeostasis
OG0001865	Serine aminopeptidase, S33
OG0008071	macromolecule glycosylation
OG0001972	Glycosyltransferase family-like protein
OG0000397	Creatine kinase
OG0000117	Glucan (1,4-alpha-), branching enzyme 1
OG0001704	alpha-tubulin acetylation
OG0000221	ABC transporter F family member
OG0003053	Elongation factor 2. Source PGD
OG0005594	to Saccharomyces cerevisiae CYB2 (YML054C)
OG0008379	Belongs to the phosphoglycerate mutase family
OG0009065	Kelch motif
OG0005711	2OG-Fe(II) oxygenase
OG0000067	Extension to Ser/Thr-type protein kinases
OG0009102	dodecanoyl-[acyl-carrier-protein] hydrolase activity
OG0000041	Chaperone protein DNAj
OG0000242	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)
OG0005492	Aldo/keto reductase family
OG0009242	Janus/Ocnus family (Ocnus)
OG0002113	Serine/Threonine protein kinases, catalytic domain
OG0000897	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0009875	GTPase activity
OG0008401	alkaline ceramidase
OG0007908	Belongs to the acetylglutamate kinase family. ArgB subfamily
OG0000302	Adenylate kinase, active site lid
OG0002751	Dienelactone hydrolase family
OG0001921	NEDD8-activating enzyme E1 catalytic subunit
OG0008028	peptidyl-prolyl cis-trans isomerase activity
OG0000411	proton-transporting ATP synthase activity, rotational mechanism
OG0007151	Zinc finger AN1 and C2H2 domain-containing stress-associated protein
OG0004041	Peptidyl-prolyl cis-trans isomerase E
OG0003095	hedgehog protein
OG0007112	-
OG0000110	Geranylgeranyl diphosphate reductase
OG0007528	Cys/Met metabolism PLP-dependent enzyme
OG0001987	Cytochrome b5-like Heme/Steroid binding domain
OG0001360	Ribosomal L38e protein family
OG0001700	leukotriene-A4 hydrolase activity
OG0007446	Belongs to the membrane-bound acyltransferase family
OG0009342	SUMO transferase activity
OG0009258	Band 7 family protein
OG0000309	Sugar (and other) transporter
OG0009769	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
OG0002077	Yip1 domain
OG0003088	SNARE associated Golgi protein
OG0007386	Glycosyl hydrolases family 15
OG0008187	Peptidyl-prolyl cis-trans isomerase
OG0008959	Calcium-dependent protein kinase
OG0002334	N-glycosylase DNA lyase
OG0000604	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase, chloroplastic-like
OG0006091	SRP40, C-terminal domain
OG0005266	-
OG0002759	Belongs to the peptidase C1 family
OG0002189	Poly(A) RNA polymerase
OG0004066	Ankyrin repeats (many copies)
OG0008085	Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family
OG0001332	Domain of unknown function DUF21
